STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Grocery Chain
MOO & OINK INC,11915.0,5928.0,21500.0,A,4848 W MADISON ST,60644.0,AUSTIN,25.0,28.0,17031251800.0,170313000000000.0,1143906.39,1899620.062,41.88058389,-87.74705294,"(41.8805838854, -87.7470529414)",0
Save-A-Lot #882,2079367.0,216203.0,16290.0,A,344 E 63RD ST,60637.0,WASHINGTON PARK,40.0,20.0,17031400800.0,170314000000000.0,1179590.436,1863353.334,41.78032161,-87.61713538,"(41.7803216101, -87.6171353804)",0
MARKET IN THE PARK,1334026.0,258947.0,5049.0,B,5050 S LAKE SHORE DR,60615.0,KENWOOD,39.0,4.0,17031390700.0,170314000000000.0,1189144.325,1871655.545,41.80287978,-87.58184369,"(41.8028797781, -87.5818436939)",0
SUN LIQUORS,19461.0,88712.0,4350.0,B,1101 W GRANVILLE AVE,60660.0,EDGEWATER,77.0,48.0,17031030102.0,170310000000000.0,1167723.784,1941296.3,41.99446571,-87.65839281,"(41.9944657079, -87.6583928132)",0
SUPERMERCADO CHAPALA,32236.0,86830.0,10001.0,A,7117 N CLARK ST,60626.0,ROGERS PARK,1.0,49.0,17031010702.0,170310000000000.0,1163327.643,1947643.236,42.0119758,-87.67438406,"(42.0119757995, -87.6743840578)",0
SUPERMERCADO GELA'S,67273.0,20695.0,3125.0,B,2701 S LAWNDALE AVE,60623.0,SOUTH LAWNDALE,30.0,22.0,17031301701.0,170313000000000.0,1152182.03,1885772.175,41.84242453,-87.71703032,"(41.8424245295, -87.7170303155)",0
FARM SUPER MARKET,2017764.0,339512.0,3000.0,B,2255 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020901.0,170310000000000.0,1159880.429,1942402.423,41.99766696,-87.68721346,"(41.9976669579, -87.687213456)",0
ALDI INC #53,13964.0,5273.0,13981.0,A,5775 S ARCHER AVE,60638.0,GARFIELD RIDGE,56.0,23.0,17031560700.0,170316000000000.0,1141308.693,1868917.732,41.79638049,-87.75734757,"(41.7963804895, -87.7573475722)",1
ALDI INC #64,13976.0,5273.0,11760.0,A,1767 N MILWAUKEE AVE,60647.0,WEST TOWN,24.0,32.0,17031831000.0,170318000000000.0,1161475.233,1911773.994,41.91358779,-87.68220284,"(41.91358779, -87.6822028354)",1
EDDIE & SON FOOD &LIQ.,4146.0,3169.0,2500.0,B,3624 W NORTH AVE,60647.0,HUMBOLDT PARK,23.0,26.0,17031230400.0,170312000000000.0,1151856.614,1910429.264,41.91009267,-87.71757535,"(41.9100926711, -87.7175753532)",0
LA CASA DEL PUEBLO INC,31675.0,14392.0,10001.0,A,1810 S BLUE ISLAND AVE,60608.0,LOWER WEST SIDE,31.0,25.0,17031310600.0,170313000000000.0,1167219.016,1891361.481,41.85745275,-87.66168833,"(41.8574527464, -87.6616883311)",0
ALDI'S,1817903.0,5273.0,15255.0,A,4500 N BROADWAY,60640.0,UPTOWN,3.0,46.0,17031830700.0,170318000000000.0,1168297.69,1930121.367,41.96378896,-87.65660649,"(41.9637889643, -87.6566064924)",1
FAIRPLAY FINER FOOD,10940.0,86481.0,10001.0,A,2200 S WESTERN AVE,60608.0,LOWER WEST SIDE,31.0,25.0,17031841300.0,170318000000000.0,1160669.426,1889318.197,41.85198384,-87.6857857,"(41.8519838396, -87.6857857042)",0
LARAMIE BAKERY & DELI,2014141.0,350093.0,12331.0,A,3232 N HARLEM AVE,60634.0,DUNNING,17.0,36.0,17031170800.0,170312000000000.0,1127470.211,1920796.068,41.93898597,-87.80692906,"(41.9389859689, -87.8069290648)",0
B & H FOOD & GROCERY,6068.0,3550.0,4500.0,B,713 S ALBANY AVE,60612.0,EAST GARFIELD PARK,27.0,28.0,17031837300.0,170318000000000.0,1155850.757,1896704.149,41.87235004,-87.70327264,"(41.872350043, -87.7032726418)",0
FRUTERIA EL MERCADO,21239.0,8832.0,5500.0,B,2759 S SPAULDING AVE,60623.0,SOUTH LAWNDALE,30.0,22.0,17031840800.0,170318000000000.0,1154858.008,1885248.053,41.84093316,-87.70722418,"(41.8409331636, -87.7072241769)",0
MANDY'S LIQUOR,17168.0,7030.0,3000.0,B,1957 W LAWRENCE AVE,60640.0,LINCOLN SQUARE,4.0,47.0,17031830800.0,170318000000000.0,1162346.515,1931848.847,41.96865614,-87.67843848,"(41.9686561373, -87.678438479)",0
ALDI #28,1519765.0,5273.0,15154.0,A,4934 S KEDZIE AVE,60632.0,BRIGHTON PARK,58.0,14.0,17031630300.0,170316000000000.0,1155840.365,1871594.263,41.80344571,-87.70398627,"(41.8034457131, -87.7039862718)",1
THE MARKET PLACE FOODSTORE,10794.0,24875.0,16900.0,A,521 W DIVERSEY PKWY,60614.0,LINCOLN PARK,7.0,43.0,17031070102.0,170311000000000.0,1172301.904,1918839.694,41.93274396,-87.64221885,"(41.9327439571, -87.6422188452)",0
EDDIE'S FOOD MART,50432.0,17311.0,4500.0,B,1858 W 63RD ST,60636.0,WEST ENGLEWOOD,67.0,15.0,17031670600.0,170317000000000.0,1164782.287,1862921.113,41.77946116,-87.67143667,"(41.7794611564, -87.6714366715)",0
RIVERSIDE DELI,6403.0,3619.0,5500.0,B,1656 W CORTLAND ST,60622.0,LOGAN SQUARE,22.0,32.0,17031832300.0,170318000000000.0,1164752.576,1912745.994,41.91618612,-87.67013494,"(41.916186115, -87.6701349439)",0
FOODSMART,1474028.0,272175.0,13800.0,A,2901 W ARMITAGE AVE,60647.0,LOGAN SQUARE,22.0,35.0,17031222500.0,170312000000000.0,1156800.356,1913113.112,41.91735855,-87.69934107,"(41.9173585451, -87.6993410687)",0
SUPERMARKET & TAQUERIA CARO,2014104.0,310507.0,4524.0,B,4937 W 47TH ST,60638.0,GARFIELD RIDGE,56.0,23.0,17031560300.0,170316000000000.0,1144086.205,1872974.314,41.80746088,-87.74706057,"(41.8074608778, -87.747060571)",0
H & Z GROCERY STORE,3166.0,2823.0,10001.0,A,3638 W WRIGHTWOOD AVE,60647.0,LOGAN SQUARE,22.0,35.0,17031220702.0,170312000000000.0,1151510.738,1917078.383,41.92834525,-87.7186709,"(41.9283452514, -87.7186708995)",0
SEVEN ELEVEN,34710.0,14901.0,3000.0,B,1425 W MONTROSE AVE,60613.0,LAKE VIEW,6.0,47.0,17031060100.0,170311000000000.0,1165738.538,1929275.819,41.96152382,-87.66603986,"(41.9615238247, -87.6660398556)",0
ALDI FOODS #91,13994.0,5273.0,15565.0,A,3835 W MADISON ST,60624.0,WEST GARFIELD PARK,26.0,28.0,17031260800.0,170313000000000.0,1150675.921,1899694.81,41.88065941,-87.72219367,"(41.8806594115, -87.7221936689)",1
ALDI'S,1817904.0,5273.0,11179.0,A,6520 W FULLERTON AVE,60707.0,BELMONT CRAGIN,19.0,36.0,17031831500.0,170318000000000.0,1132452.103,1915278.752,41.9237604,-87.78874776,"(41.9237604017, -87.7887477626)",1
LORETO GROCERY,76774.0,22681.0,4499.0,B,4600 S FAIRFIELD AVE,60632.0,BRIGHTON PARK,58.0,12.0,17031842800.0,170318000000000.0,1158768.528,1874004.901,41.81000148,-87.69318135,"(41.8100014783, -87.6931813523)",0
LUX 2 FOOD & LIQUOR,1869021.0,322813.0,2500.0,B,7550 S MAY ST,60620.0,AUBURN GRESHAM,71.0,17.0,17031710200.0,170317000000000.0,1169927.289,1854470.977,41.7561627,-87.6528196,"(41.7561626996, -87.6528196032)",0
AROUND THE CLOCK,15860.0,6777.0,3000.0,B,1605 W HOWARD ST,60626.0,ROGERS PARK,1.0,49.0,17031010202.0,170310000000000.0,1164071.302,1950305.436,42.01926518,-87.67157207,"(42.0192651821, -87.6715720734)",0
COUNTY FAIR FOODS,37096.0,15344.0,10001.0,A,10800 S WESTERN AVE,60643.0,MORGAN PARK,75.0,19.0,17031750300.0,170318000000000.0,1162271.311,1832938.987,41.69723821,-87.6814748,"(41.6972382088, -87.6814748042)",0
LAWNDALE FOOD MARKET,39529.0,15829.0,6000.0,B,3705 W 16TH ST,60623.0,NORTH LAWNDALE,29.0,24.0,17031292200.0,170313000000000.0,1151911.139,1891750.084,41.85883397,-87.71786719,"(41.8588339683, -87.7178671863)",0
"HYDE PARK PRODUCE, LTD",1884100.0,325993.0,10000.0,A,1226 E 53RD ST,60615.0,HYDE PARK,41.0,4.0,17031410700.0,170314000000000.0,1185427.705,1870419.67,41.7995768,-87.59551292,"(41.7995768022, -87.5955129219)",0
KHALIL FOOD & LIQUOR,46846.0,16717.0,3000.0,B,146 W 103RD ST,60628.0,ROSELAND,49.0,9.0,17031490700.0,170315000000000.0,1176913.316,1836691.172,41.70721814,-87.62775156,"(41.707218139, -87.6277515583)",0
ALDI FOODS STORE #90B,13992.0,5273.0,15565.0,A,2828 N CENTRAL AVE,60634.0,BELMONT CRAGIN,19.0,31.0,17031190402.0,170312000000000.0,1138506.861,1918378.101,41.93215768,-87.7664246,"(41.9321576791, -87.7664245988)",1
SUNRISE FOOD AND LIQUORS,21927.0,9067.0,7000.0,B,3737 W CHICAGO AVE,60651.0,HUMBOLDT PARK,23.0,27.0,17031231500.0,170312000000000.0,1151180.725,1905039.076,41.89531476,-87.72019984,"(41.895314759, -87.7201998415)",0
BOULEVARD FOOD & LIQUOR LLC,1931999.0,336958.0,3350.0,B,5922 W IRVING PARK RD,60634.0,PORTAGE PARK,15.0,38.0,17031150402.0,170312000000000.0,1136053.014,1926023.85,41.95318259,-87.77525938,"(41.9531825896, -87.7752593753)",0
SAVE-A-LOT  # 858,1272454.0,216203.0,12000.0,A,2858 E 83RD ST,60617.0,SOUTH CHICAGO,46.0,7.0,17031460302.0,170315000000000.0,1196917.321,1850533.972,41.74473084,-87.55403914,"(41.7447308395, -87.5540391375)",0
ADA FOODS,50473.0,56673.0,4500.0,B,1281 W 71ST ST,60636.0,WEST ENGLEWOOD,67.0,17.0,17031671800.0,170317000000000.0,1168677.679,1857642.999,41.76489418,-87.6573078,"(41.7648941814, -87.6573078048)",0
THE NEIGHBORHOOD STORE,47617.0,16859.0,4200.0,B,8313 S RACINE AVE,60620.0,AUBURN GRESHAM,71.0,21.0,17031711000.0,170317000000000.0,1169811.74,1849596.044,41.74278773,-87.65338425,"(41.7427877337, -87.6533842508)",0
"S & K FOOD & LIQUOR, INC.",1544.0,291.0,10001.0,A,7500 S EXCHANGE AVE,60649.0,SOUTH SHORE,43.0,7.0,17031431302.0,170314000000000.0,1195140.812,1855715.298,41.75899276,-87.56037781,"(41.7589927618, -87.5603778108)",0
AM-PM FOOD MART & CELLULAR,1093813.0,207399.0,3500.0,B,1924 E 87TH ST,60617.0,AVALON PARK,45.0,8.0,17031450300.0,170315000000000.0,1190653.505,1847714.111,41.73714625,-87.57708099,"(41.7371462539, -87.5770809934)",0
"MORELIA SUPERMARKET, INC.",1892862.0,243702.0,8000.0,B,7300 N WESTERN AVE,60645.0,WEST RIDGE,2.0,50.0,17031020200.0,170310000000000.0,1158974.932,1948414.861,42.01418398,-87.69037835,"(42.0141839829, -87.6903783498)",0
DOMINICKS #2890,2042094.0,5033.0,55129.0,A,5201 N SHERIDAN RD,60640.0,EDGEWATER,77.0,48.0,17031030706.0,170310000000000.0,1168741.552,1934750.447,41.97648167,-87.65483978,"(41.9764816676, -87.6548397772)",0
WALMART,2164075.0,303471.0,,A,1424 W 47TH ST,60609.0,NEW CITY,61.0,3.0,17031842600.0,170318000000000.0,1167548.598,1167550.933,41.80876829,-87.66098821,"(41.80876829, -87.66098821)",0
ALDI'S #93,1743165.0,5273.0,16890.0,A,7545 S WESTERN AVE,60620.0,ASHBURN,70.0,18.0,17031700100.0,170317000000000.0,1161731.574,1854361.076,41.75603509,-87.68285832,"(41.756035091, -87.6828583216)",1
TREASURE ISLAND FOODS,1311.0,85291.0,10001.0,A,3460 N BROADWAY,60657.0,LAKE VIEW,6.0,44.0,17031062000.0,170311000000000.0,1171266.718,1923235.211,41.94482827,-87.64589349,"(41.9448282656, -87.6458934884)",0
OLIVE MOUNT MART,1337266.0,205718.0,3000.0,B,3536 W 63RD ST,60629.0,CHICAGO LAWN,66.0,15.0,17031660400.0,170317000000000.0,1153755.809,1862648.962,41.77894012,-87.71186857,"(41.7789401249, -87.7118685723)",0
JEWEL FOOD STORE #3407,1394.0,259.0,19238.0,A,5516 N CLARK ST,60640.0,EDGEWATER,77.0,40.0,17031030900.0,170310000000000.0,1164969.764,1936801.107,41.98218988,-87.66865163,"(41.9821898846, -87.668651628)",0
FURTERIA EL SERRANITO,2031979.0,352794.0,2500.0,B,1755 W 38TH ST,60609.0,MCKINLEY PARK,59.0,11.0,17031590700.0,170316000000000.0,1165040.197,1879467.377,41.82486062,-87.67002302,"(41.8248606245, -87.6700230192)",0
PEORIA PACKING LTD,33970.0,14795.0,8000.0,B,1300 W LAKE ST,60607.0,NEAR WEST SIDE,28.0,27.0,17031833000.0,170318000000000.0,1167882.585,1901616.994,41.88558042,-87.65895691,"(41.88558042, -87.6589569108)",0
CARNICERIA JIMENEZ INC,1693.0,85292.0,16000.0,A,4204 W NORTH AVE,60639.0,HUMBOLDT PARK,23.0,30.0,17031230500.0,170312000000000.0,1148051.225,1910341.243,41.90992525,-87.73155722,"(41.9099252471, -87.7315572163)",0
EXTRA VALUE FOOD & LIQUOR,1823321.0,319024.0,5000.0,B,6257 S ASHLAND AVE,60636.0,WEST ENGLEWOOD,67.0,16.0,17031670800.0,170317000000000.0,1166789.079,1862992.586,41.77961467,-87.66407749,"(41.7796146658, -87.6640774893)",0
GOLDMORE FOOD,34046.0,14804.0,2500.0,B,1949 W 51ST ST,60609.0,NEW CITY,61.0,16.0,17031611700.0,170316000000000.0,1164000.681,1870810.755,41.80112781,-87.67408034,"(41.8011278091, -87.6740803441)",0
SOLID GOLD,1490386.0,203033.0,3300.0,B,3821 W ROOSEVELT RD,60624.0,NORTH LAWNDALE,29.0,24.0,17031838700.0,170318000000000.0,1151058.508,1894398.95,41.86611949,-87.72092757,"(41.866119494, -87.720927574)",0
Food 4 Less Midwest,1596210.0,251246.0,62000.0,A,7030 S ASHLAND AVE,60636.0,WEST ENGLEWOOD,67.0,17.0,17031671500.0,170317000000000.0,1166858.452,1857955.501,41.76579077,-87.66396689,"(41.7657907704, -87.6639668865)",1
CLARENDON FOOD MART INC,29515.0,11687.0,10000.0,A,4183 N CLARENDON AVE,60613.0,UPTOWN,3.0,46.0,17031031400.0,170310000000000.0,1170205.441,1928028.605,41.9580048,-87.64965374,"(41.9580048015, -87.6496537356)",0
JEWEL FOOD STORE #3043,1144384.0,259.0,37641.0,A,443 E 34TH ST,60616.0,DOUGLAS,35.0,4.0,17031351000.0,170314000000000.0,1180118.194,1882571.11,41.83304474,-87.61461136,"(41.8330447382, -87.6146113644)",0
LA PLAMA,22662.0,63389.0,15000.0,A,4173 S ARCHER AVE,60632.0,BRIGHTON PARK,58.0,14.0,17031580501.0,170316000000000.0,1157347.056,1876755.826,41.81757931,-87.69832059,"(41.8175793077, -87.6983205863)",0
SUPER MAS MARKET,1997806.0,347422.0,32000.0,A,1422 W 47TH ST,60609.0,NEW CITY,61.0,3.0,17031842600.0,170318000000000.0,1167499.014,1873621.133,41.80876546,-87.66117011,"(41.8087654583, -87.6611701084)",0
CARNICERIA EL PORVENIR,1768971.0,311076.0,2500.0,B,150 E KENSINGTON AVE,60628.0,WEST PULLMAN,53.0,9.0,17031530100.0,170315000000000.0,1179443.181,1828274.079,41.6840632,-87.61874297,"(41.684063198, -87.6187429679)",0
RJ Liquors,1597198.0,292263.0,3550.0,B,5640 W FULLERTON AVE,60639.0,BELMONT CRAGIN,19.0,30.0,17031190602.0,170312000000000.0,1138190.029,1915426.685,41.92406442,-87.76766049,"(41.9240644164, -87.7676604864)",0
JEWEL FOOD STORE #3282,1337.0,259.0,24922.0,A,4729 N CENTRAL AVE,60630.0,PORTAGE PARK,15.0,45.0,17031150300.0,170312000000000.0,1138185.44,1930999.225,41.96679711,-87.76729948,"(41.966797112, -87.7672994806)",0
PRESTIGE LIQUORS,1883995.0,325934.0,2900.0,B,7104 S WESTERN AVE,60636.0,CHICAGO LAWN,66.0,18.0,17031661000.0,170317000000000.0,1161564.777,1857442.926,41.7644956,-87.68338427,"(41.7644955967, -87.6833842675)",0
"THREE ROOSTERS, INC.",1980803.0,345267.0,4830.0,B,12247 S HALSTED ST,60628.0,WEST PULLMAN,53.0,34.0,17031530501.0,170315000000000.0,1173256.244,1823452.926,41.67097177,-87.64153305,"(41.6709717654, -87.6415330496)",0
BUY -N- SAVE,62460.0,19735.0,8000.0,B,209 E 103RD ST,60628.0,ROSELAND,49.0,9.0,17031490902.0,170315000000000.0,1179510.298,1836682.414,41.70713532,-87.61824173,"(41.7071353216, -87.6182417299)",0
A & B FOOD MARKET INC,43181.0,6483.0,10001.0,A,5057 W DIVISION ST,60651.0,AUSTIN,25.0,37.0,17031251100.0,170313000000000.0,1142184.043,1907473.38,41.90216644,-87.75318235,"(41.9021664421, -87.7531823487)",0
JEWEL FOOD STORE #3514,1385.0,259.0,20285.0,A,3531 N BROADWAY,60657.0,LAKE VIEW,6.0,46.0,17031061800.0,170311000000000.0,1171090.408,1923800.986,41.94638465,-87.64652486,"(41.9463846516, -87.6465248633)",0
MR G'S FOOD & LIQUOR,1429.0,263.0,3000.0,B,332 E 58TH ST,60637.0,WASHINGTON PARK,40.0,20.0,17031400400.0,170314000000000.0,1179370.541,1866670.719,41.78942986,-87.61784034,"(41.7894298575, -87.6178403398)",0
ALDI INC STORE #90,14008.0,5273.0,16340.0,A,9017 S HALSTED ST,60620.0,AUBURN GRESHAM,71.0,21.0,17031711500.0,170317000000000.0,1172597.811,1845066.53,41.73029727,-87.64330909,"(41.7302972736, -87.6433090924)",1
SUPERMERCADO LA VILLA,1800261.0,313811.0,9000.0,B,5020 W FULLERTON AVE,60639.0,BELMONT CRAGIN,19.0,31.0,17031190800.0,170312000000000.0,1142420.009,1915530.88,41.92427271,-87.75211504,"(41.9242727136, -87.7521150377)",0
CERMAK PRODUCE,1574003.0,286531.0,14000.0,A,4401 W ARMITAGE AVE,60639.0,HERMOSA,20.0,31.0,17031831200.0,170318000000000.0,1146718.753,1912886.209,41.91693444,-87.73638715,"(41.9169344398, -87.7363871475)",0
MELISSA'S FOOD & LIQUORS INC,29494.0,11681.0,3500.0,B,3867 W GRAND AVE,60651.0,HUMBOLDT PARK,23.0,27.0,17031230700.0,170312000000000.0,1150134.109,1908582.764,41.90505945,-87.72395138,"(41.9050594546, -87.7239513845)",0
LA MERCED INC,6834.0,3685.0,10001.0,A,4335 W 26TH ST,60623.0,SOUTH LAWNDALE,30.0,22.0,17031301801.0,170313000000000.0,1147980.981,1886328.481,41.8440328,-87.73243286,"(41.8440327965, -87.7324328647)",0
J & A ORIENTAL FOOD MART,30859.0,8995.0,10001.0,A,5755 W FULLERTON AVE,60639.0,BELMONT CRAGIN,19.0,37.0,17031191302.0,170312000000000.0,1137381.667,1915324.774,41.92379935,-87.77063324,"(41.9237993545, -87.7706332364)",0
WEST HAVEN MARKET & GRILL,17558.0,7111.0,3200.0,B,2132 W WASHINGTON BLVD,60612.0,NEAR WEST SIDE,28.0,2.0,17031837800.0,170318000000000.0,1162032.117,1900702.263,41.88319447,-87.68046649,"(41.8831944724, -87.6804664902)",0
SAHAR INTERNATIONAL SUPERMARKET,2079006.0,263556.0,7900.0,B,4851 N KEDZIE AVE,60625.0,ALBANY PARK,14.0,33.0,17031140100.0,170311000000000.0,1154202.458,1932262.279,41.96995754,-87.70837288,"(41.9699575396, -87.7083728782)",0
WALGREENS #2073,18619.0,7551.0,,A,5401 S WENTWORTH AVE,60609.0,FULLER PARK,37.0,3.0,17031835600.0,170318000000000.0,1175923.785,1869122.159,41.79623488,-87.63040492,"(41.79623488, -87.63040492)",0
"PARK PACKING OF CHICAGO, INC.",2008956.0,340517.0,3500.0,B,1544 W 41ST ST,60609.0,NEW CITY,61.0,11.0,17031842600.0,170318000000000.0,1166633.854,1877402.126,41.81915944,-87.66423536,"(41.8191594443, -87.6642353554)",0
"R & S DISCOUNT FOOD, WINE, & LIQUOR",8647.0,4130.0,2800.0,B,2425 W DIVERSEY AVE,60647.0,LOGAN SQUARE,22.0,1.0,17031830900.0,170318000000000.0,1159580.424,1918486.573,41.93204685,-87.68897869,"(41.932046851, -87.6889786863)",0
CERMAK PRODUCE #5 LTD,1649774.0,298958.0,10000.0,A,3435 S ARCHER AVE,60608.0,MCKINLEY PARK,59.0,11.0,17031840300.0,170318000000000.0,1163434.491,1881819.837,41.8313499,-87.67584785,"(41.8313499001, -87.6758478479)",0
NATIONAL FRUIT STOP,23627.0,9531.0,3000.0,B,3523 W LAWRENCE AVE,60625.0,ALBANY PARK,14.0,33.0,17031140701.0,170311000000000.0,1151894.187,1931625.343,41.96825564,-87.71687738,"(41.9682556374, -87.7168773813)",0
DOMINICK'S #160/1698,41689.0,5033.0,72000.0,A,1763 W HOWARD ST,60626.0,ROGERS PARK,1.0,49.0,17031010202.0,170310000000000.0,1163123.858,1950306.646,42.01928855,-87.67505851,"(42.0192885501, -87.6750585094)",1
JAMAICA FOOD & LIQUOR INC,22679.0,9341.0,2500.0,B,4252 S COTTAGE GROVE AVE,60653.0,GRAND BOULEVARD,38.0,4.0,17031380100.0,170314000000000.0,1182280.545,1876753.093,41.81702977,-87.60685792,"(41.8170297652, -87.6068579199)",0
"CARNICERIA LA MEJOR PRODUCE, INC.",1800292.0,313836.0,4500.0,B,2915 N MILWAUKEE AVE,60618.0,AVONDALE,21.0,35.0,17031210602.0,170312000000000.0,1152283.917,1919259.219,41.9343144,-87.715772,"(41.9343143994, -87.7157719991)",0
WHOLE FOODS MARKET,76395.0,86298.0,30591.0,A,30 W HURON ST,60610.0,NEAR NORTH SIDE,8.0,42.0,17031081600.0,170311000000000.0,1175903.129,1905102.71,41.89496867,-87.62939918,"(41.8949686732, -87.6293991787)",0
BARI,1245246.0,246600.0,2500.0,B,1120 W GRAND AVE,60622.0,WEST TOWN,24.0,27.0,17031243500.0,170312000000000.0,1168791.299,1903675.742,41.89121012,-87.65556024,"(41.8912101212, -87.6555602414)",0
JEWEL FOOD STORE #3454,1325.0,259.0,25490.0,A,4250 N LINCOLN AVE,60618.0,NORTH CENTER,5.0,47.0,17031050200.0,170311000000000.0,1161297.751,1928358.515,41.95910043,-87.68239224,"(41.959100433, -87.6823922417)",0
JOLANTA'S INTERNATIONAL DELI,26376.0,10856.0,10001.0,A,5914 W HIGGINS AVE,60630.0,JEFFERSON PARK,11.0,45.0,17031110400.0,170311000000000.0,1135703.958,1933167.432,41.9727915,-87.77637186,"(41.9727914969, -87.7763718583)",0
EL MILAGRO,43513.0,2718.0,5500.0,B,3048 W 26TH ST,60623.0,SOUTH LAWNDALE,30.0,12.0,17031300900.0,170313000000000.0,1156243.443,1886626.271,41.84468733,-87.70210294,"(41.8446873274, -87.702102936)",0
HARVESTIME FOODS,43697.0,16317.0,8750.0,B,2632 W LAWRENCE AVE,60625.0,LINCOLN SQUARE,4.0,40.0,17031040201.0,170310000000000.0,1157798.346,1931819.659,41.96867023,-87.69516275,"(41.9686702259, -87.6951627475)",0
CHICAGO GROCERS,1332221.0,258200.0,2500.0,B,2122 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020500.0,170310000000000.0,1160870.391,1942511.562,41.99794589,-87.68356871,"(41.9979458853, -87.683568705)",0
NOOR MEAT,61680.0,19506.0,3000.0,B,2505 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020802.0,170310000000000.0,1158430.461,1942357.58,41.99757381,-87.6925486,"(41.9975738059, -87.6925485988)",0
TRATTORIA ISABELLA,1842843.0,320408.0,3365.0,B,217 N JEFFERSON ST,60661.0,NEAR WEST SIDE,28.0,42.0,17031280100.0,170313000000000.0,1172322.541,1901912.232,41.88629367,-87.64264392,"(41.8862936679, -87.6426439206)",0
DOLLAR DEALS & UP,1276566.0,252997.0,2500.0,B,2057 N PULASKI RD,60639.0,HERMOSA,20.0,30.0,17031200402.0,170312000000000.0,1149414.109,1913618.23,41.91889126,-87.72646532,"(41.9188912639, -87.726465315)",0
Save-A-Lot #886,2079232.0,216203.0,13000.0,A,148 W 79TH ST,60620.0,GREATER GRAND CROSSING,69.0,17.0,17031691200.0,170317000000000.0,1176452.442,1852636.222,41.75098379,-87.62896145,"(41.7509837901, -87.6289614545)",0
L'APPETITO,42672.0,16220.0,2900.0,B,875 N MICHIGAN AVE,60611.0,NEAR NORTH SIDE,8.0,42.0,17031081300.0,170311000000000.0,1177367.936,1906565.138,41.89894854,-87.62397499,"(41.8989485417, -87.6239749877)",0
"TONY'S FINER FOODS ENTERPRISES, INC.",1717867.0,305203.0,21000.0,A,3607 W FULLERTON AVE,60647.0,LOGAN SQUARE,22.0,35.0,17031220902.0,170312000000000.0,1151897.109,1915676.258,41.92449009,-87.71728813,"(41.924490094, -87.717288131)",0
JEWEL FOOD STORE #3139,1356.0,259.0,22295.0,A,3940 E 106TH ST,60617.0,EAST SIDE,52.0,10.0,17031520400.0,170315000000000.0,1204247.134,1835323.184,41.7028061,-87.52770401,"(41.7028060951, -87.5277040116)",0
SAVE-A-LOT  #859,1272455.0,216203.0,12000.0,A,420 S PULASKI RD,60624.0,WEST GARFIELD PARK,26.0,24.0,17031260700.0,170313000000000.0,1149764.943,1897457.346,41.87453731,-87.7255969,"(41.8745373122, -87.7255969017)",0
MICELI'S DELI & FOOD MART,44924.0,16493.0,4000.0,B,2448 S OAKLEY AVE,60608.0,LOWER WEST SIDE,31.0,25.0,17031841300.0,170318000000000.0,1161387.699,1887514.882,41.84702046,-87.68319955,"(41.847020464, -87.6831995522)",0
DOMINICK'S # 130/1130,41657.0,5033.0,10001.0,A,2101 E 71ST ST,60649.0,SOUTH SHORE,43.0,5.0,17031430600.0,170314000000000.0,1191459.659,1858232.45,41.76599,-87.57378734,"(41.7659900011, -87.5737873367)",1
MA'S & PA'S GROCERY SNACK SHOP,7302.0,3806.0,4500.0,B,804 S CALIFORNIA AVE,60612.0,EAST GARFIELD PARK,27.0,2.0,17031271800.0,170313000000000.0,1157790.043,1896181.895,41.87087764,-87.69616688,"(41.8708776439, -87.6961668842)",0
JEWEL FOOD STORE #3181,1368.0,259.0,30745.0,A,87 W 87TH ST,60620.0,CHATHAM,44.0,21.0,17031842400.0,170318000000000.0,1177054.474,1847233.724,41.73614513,-87.62691784,"(41.7361451282, -87.626917844)",0
4700 PETE'S FRESH MARKET,1243125.0,245519.0,45000.0,A,4700 S KEDZIE AVE,60632.0,BRIGHTON PARK,58.0,14.0,17031842800.0,170318000000000.0,1155791.949,1873270.778,41.80804727,-87.70411882,"(41.8080472717, -87.7041188223)",0
LA GUERRERENSE,67114.0,43885.0,3000.0,B,4149 W ARMITAGE AVE,60639.0,HERMOSA,20.0,30.0,17031831200.0,170318000000000.0,1148187.714,1912920.373,41.917,-87.73098926,"(41.9170000028, -87.7309892645)",0
LOUIS' GROCERIES,2153429.0,372246.0,,A,7604 S COTTAGE GROVE AVE,60619.0,GREATER GRAND CROSSING,69.0,6.0,17031691400.0,170317000000000.0,1182841.944,1854717.938,41.75655031,-87.60548285,"(41.75655031, -87.60548285)",0
"SZYMANSKI BROS, INC",18082.0,86677.0,3000.0,B,6016 W IRVING RD,60634.0,PORTAGE PARK,15.0,38.0,17031150502.0,170312000000000.0,1135438.855,1926007.887,41.95314974,-87.77751749,"(41.9531497374, -87.7775174877)",0
